user_id,age_group,gender,occupation,primary_platform,daily_usage_hours,usage_frequency,trust_in_social_media,influencer_influence,feels_addicted,content_consumption_style,decision_influence_level,follows_travel_content,follows_entertainment,follows_educational,follows_business,visual_content_preference,engages_with_travel_posts,saves_travel_content,plans_trips_via_social_media,self_reported_travel_interest,preferred_travel_type
U00179,22-25,Female,Employed,Facebook,5+,Low,High,No,Yes,Passive,Medium,No,No,No,No,High,Often,No,Yes,Low,Culture
U00180,18-21,Female,Student,YouTube,3-5,Low,Low,Yes,No,Interactive,Medium,Yes,Yes,No,No,Low,Often,Yes,Yes,Medium,Adventure
U00181,22-25,Other,Student,TikTok,3-5,Low,Medium,Yes,Yes,Passive,Medium,Yes,No,No,No,High,Rarely,No,No,High,Adventure
U00182,18-21,Male,Employed,TikTok,<1,High,High,Yes,No,Passive,High,No,Yes,No,No,Medium,Rarely,No,No,High,Relaxation
U00183,18-21,Male,Employed,Instagram,1-2,High,Medium,No,Yes,Passive,Low,No,No,No,Yes,Medium,Often,Yes,Yes,Low,Relaxation
U00184,18-21,Other,Employed,TikTok,1-2,Medium,Medium,No,Yes,Interactive,Medium,Yes,No,Yes,Yes,Medium,Often,Yes,Yes,High,Urban
U00185,18-21,Female,Student,TikTok,<1,Low,High,Sometimes,Yes,Interactive,Medium,No,No,Yes,Yes,High,Rarely,No,Yes,High,Culture
U00186,22-25,Other,Student,Facebook,1-2,Medium,High,Yes,No,Passive,Low,Yes,No,No,Yes,Medium,Rarely,No,Yes,Medium,Culture
U00187,22-25,Other,Student,TikTok,3-5,High,Medium,Sometimes,Yes,Passive,High,No,No,Yes,No,Medium,Sometimes,No,No,Medium,Urban
U00188,18-21,Other,Employed,Facebook,<1,Low,Medium,Sometimes,No,Passive,Medium,Yes,Yes,No,No,Medium,Rarely,No,Yes,High,Culture
U00189,22-25,Female,Student,TikTok,3-5,Low,High,Sometimes,No,Interactive,High,Yes,Yes,No,Yes,High,Rarely,Yes,Yes,High,Relaxation
U00190,18-21,Male,Employed,Instagram,<1,High,Low,Yes,No,Interactive,High,Yes,No,Yes,Yes,Medium,Rarely,Yes,No,Low,Adventure
U00191,22-25,Other,Employed,Instagram,3-5,Low,High,Sometimes,Yes,Interactive,Low,Yes,No,No,No,Medium,Often,No,Yes,Low,Adventure
U00192,22-25,Other,Employed,Instagram,<1,Medium,High,Yes,No,Interactive,Low,Yes,Yes,No,Yes,High,Often,Yes,No,Medium,Culture
U00193,18-21,Other,Student,TikTok,5+,High,Low,No,Yes,Interactive,High,Yes,No,No,No,Low,Rarely,No,No,Low,Culture
U00194,22-25,Male,Student,TikTok,1-2,Medium,Medium,Yes,Yes,Passive,High,No,Yes,Yes,Yes,Medium,Sometimes,No,No,Low,Adventure
U00195,22-25,Female,Student,YouTube,5+,High,High,Yes,No,Interactive,Medium,No,No,Yes,No,High,Often,Yes,No,Low,Culture
U00196,22-25,Female,Student,TikTok,3-5,Medium,Medium,No,Yes,Passive,Low,Yes,Yes,Yes,Yes,High,Sometimes,Yes,Yes,Low,Relaxation
U00197,22-25,Male,Student,Facebook,1-2,High,Medium,Sometimes,No,Passive,Medium,No,Yes,No,No,Medium,Sometimes,No,No,Medium,Relaxation
U00198,22-25,Male,Employed,YouTube,3-5,Low,High,Sometimes,No,Passive,Medium,Yes,No,Yes,Yes,Medium,Sometimes,No,No,Medium,Urban
U00199,22-25,Male,Employed,Instagram,<1,High,High,Yes,Yes,Interactive,Medium,No,No,No,No,High,Often,Yes,Yes,Medium,Relaxation
U00200,18-21,Other,Employed,Instagram,<1,High,Medium,No,No,Passive,Low,No,Yes,No,Yes,Medium,Often,Yes,No,Low,Urban
U00201,22-25,Female,Student,YouTube,<1,Medium,Low,No,Yes,Passive,Medium,No,No,Yes,Yes,Medium,Often,No,No,Low,Relaxation
U00202,22-25,Other,Student,Instagram,1-2,Medium,Medium,Sometimes,Yes,Interactive,Medium,No,Yes,Yes,Yes,Low,Often,Yes,No,Medium,Adventure
U00203,22-25,Female,Student,Facebook,3-5,Medium,High,Yes,No,Passive,High,Yes,No,No,No,High,Rarely,No,No,High,Relaxation
U00204,18-21,Female,Student,TikTok,3-5,Medium,Low,Sometimes,No,Passive,High,No,No,No,No,High,Sometimes,No,No,Low,Relaxation
U00205,22-25,Other,Employed,Facebook,3-5,High,High,No,No,Passive,Low,Yes,Yes,Yes,Yes,Medium,Often,Yes,Yes,Low,Urban
U00206,22-25,Male,Student,Instagram,5+,Medium,Medium,No,No,Interactive,High,No,Yes,Yes,Yes,High,Often,Yes,Yes,High,Urban
U00207,18-21,Other,Student,Instagram,<1,Medium,Low,No,No,Passive,High,No,Yes,Yes,No,Medium,Rarely,Yes,No,Medium,Culture
U00208,22-25,Female,Student,TikTok,<1,Low,High,No,Yes,Interactive,High,Yes,Yes,Yes,No,Medium,Often,No,No,Medium,Adventure
U00209,18-21,Female,Employed,TikTok,1-2,Low,High,Yes,No,Interactive,Low,No,Yes,Yes,No,High,Sometimes,No,No,Low,Relaxation
U00210,22-25,Male,Employed,Facebook,5+,High,High,No,No,Interactive,High,No,No,No,No,Medium,Rarely,Yes,Yes,High,Culture
U00211,18-21,Other,Student,Instagram,3-5,Low,High,Sometimes,No,Passive,Medium,No,Yes,Yes,No,Low,Sometimes,Yes,Yes,Medium,Adventure
U00212,22-25,Male,Employed,Instagram,3-5,Low,Low,Sometimes,Yes,Passive,Low,No,No,Yes,Yes,Low,Rarely,Yes,No,Low,Culture
U00213,18-21,Other,Employed,YouTube,5+,Low,Low,No,Yes,Passive,Low,Yes,Yes,Yes,No,Low,Often,No,Yes,High,Relaxation
U00214,18-21,Female,Student,TikTok,5+,Medium,Low,Sometimes,No,Interactive,High,No,No,Yes,No,High,Often,Yes,Yes,Medium,Culture
U00215,22-25,Male,Employed,TikTok,1-2,Medium,High,Sometimes,No,Passive,High,Yes,No,No,No,Low,Sometimes,No,Yes,Medium,Urban
U00216,22-25,Other,Student,Instagram,3-5,Medium,High,Sometimes,Yes,Passive,High,No,Yes,Yes,Yes,High,Often,No,No,Medium,Adventure
U00217,22-25,Other,Student,Instagram,1-2,High,Low,Sometimes,Yes,Interactive,High,No,No,No,No,Low,Sometimes,Yes,Yes,High,Culture
U00218,22-25,Other,Student,Instagram,5+,Low,High,Yes,Yes,Interactive,Low,No,Yes,Yes,No,Medium,Often,Yes,Yes,Medium,Urban
U00219,22-25,Male,Employed,Instagram,3-5,High,High,No,No,Passive,Low,Yes,Yes,Yes,Yes,High,Sometimes,No,No,Low,Relaxation
U00220,18-21,Male,Student,TikTok,5+,Low,Medium,Sometimes,No,Interactive,Medium,No,No,Yes,Yes,Low,Sometimes,Yes,No,Low,Adventure
U00221,18-21,Female,Employed,Facebook,3-5,High,Medium,Yes,No,Interactive,Medium,No,Yes,No,Yes,Medium,Often,Yes,No,High,Relaxation
U00222,18-21,Male,Employed,YouTube,<1,Low,Low,No,Yes,Interactive,Medium,No,No,No,No,High,Often,No,Yes,Medium,Culture
U00223,18-21,Other,Employed,TikTok,3-5,Low,High,No,Yes,Passive,Medium,Yes,Yes,No,Yes,High,Sometimes,Yes,Yes,High,Urban
U00224,22-25,Other,Student,YouTube,<1,Low,Low,Yes,Yes,Interactive,Medium,No,No,No,No,Low,Often,Yes,Yes,High,Adventure
U00225,22-25,Female,Student,Instagram,<1,Medium,High,Yes,Yes,Passive,High,Yes,No,Yes,No,Low,Sometimes,No,Yes,High,Relaxation
U00226,18-21,Female,Student,TikTok,<1,High,Low,No,Yes,Interactive,Low,No,No,Yes,No,Medium,Rarely,No,Yes,Medium,Culture
U00227,22-25,Male,Employed,YouTube,<1,High,Low,Yes,Yes,Interactive,Medium,No,No,No,Yes,Medium,Rarely,No,No,High,Relaxation
U00228,18-21,Female,Student,TikTok,5+,Low,Medium,No,No,Passive,Medium,Yes,Yes,Yes,No,High,Rarely,Yes,No,Medium,Culture
U00229,18-21,Male,Employed,Instagram,3-5,High,Medium,No,No,Interactive,Medium,No,Yes,No,No,Medium,Rarely,No,Yes,Low,Culture
U00230,22-25,Other,Student,Instagram,3-5,Medium,Medium,Yes,No,Interactive,Low,No,No,No,Yes,Medium,Often,No,Yes,High,Culture
U00231,18-21,Other,Student,Facebook,1-2,Medium,High,Yes,Yes,Passive,High,Yes,No,No,Yes,High,Rarely,Yes,Yes,Low,Culture
U00232,18-21,Female,Employed,TikTok,3-5,Medium,Medium,Yes,No,Passive,High,Yes,No,No,Yes,Medium,Often,Yes,Yes,Medium,Relaxation
U00233,18-21,Male,Student,TikTok,<1,Medium,High,Yes,No,Interactive,Low,Yes,Yes,No,No,High,Often,No,Yes,Low,Adventure
U00234,22-25,Female,Student,YouTube,<1,Low,High,No,No,Interactive,High,No,No,Yes,Yes,High,Often,No,Yes,Low,Adventure
U00235,22-25,Other,Student,Instagram,<1,Low,Low,Yes,No,Interactive,Low,Yes,No,Yes,Yes,Low,Often,No,Yes,Medium,Culture
U00236,18-21,Female,Student,TikTok,<1,High,High,No,No,Interactive,Medium,Yes,No,Yes,Yes,Medium,Often,No,Yes,Medium,Culture
U00237,18-21,Other,Employed,YouTube,1-2,High,Medium,Yes,No,Interactive,High,No,No,Yes,Yes,High,Sometimes,Yes,Yes,Low,Adventure
U00238,18-21,Female,Employed,TikTok,1-2,High,High,Yes,Yes,Interactive,Medium,No,Yes,No,No,Medium,Often,Yes,Yes,Medium,Adventure
U00239,18-21,Female,Student,TikTok,1-2,Medium,Medium,Yes,No,Passive,High,No,No,No,Yes,High,Rarely,Yes,Yes,High,Urban
U00240,22-25,Female,Employed,TikTok,5+,High,High,No,Yes,Passive,High,No,No,No,No,Low,Sometimes,Yes,Yes,Medium,Culture
U00241,22-25,Male,Student,Facebook,<1,High,Medium,Sometimes,Yes,Passive,Medium,No,Yes,No,No,Medium,Sometimes,No,No,High,Relaxation
U00242,18-21,Other,Employed,Instagram,5+,Low,High,Yes,Yes,Interactive,Low,No,Yes,No,No,High,Rarely,Yes,No,High,Culture
U00243,22-25,Female,Student,Facebook,3-5,High,Low,No,Yes,Passive,High,No,Yes,Yes,No,Medium,Rarely,Yes,No,Low,Adventure
U00244,22-25,Male,Employed,TikTok,3-5,High,High,Yes,Yes,Interactive,High,No,Yes,No,Yes,High,Sometimes,No,Yes,Medium,Culture
U00245,18-21,Other,Employed,Instagram,1-2,Low,Medium,Yes,Yes,Interactive,Low,Yes,No,Yes,Yes,High,Rarely,Yes,No,Low,Relaxation
U00246,18-21,Male,Student,YouTube,5+,Medium,High,Sometimes,Yes,Interactive,Low,Yes,No,No,Yes,High,Rarely,Yes,Yes,High,Culture
U00247,22-25,Other,Student,TikTok,<1,Low,Low,Sometimes,Yes,Passive,High,Yes,Yes,No,Yes,Low,Rarely,Yes,No,Low,Urban
U00248,18-21,Male,Student,TikTok,3-5,Low,Medium,Sometimes,No,Passive,Low,No,No,No,No,Medium,Rarely,Yes,Yes,Low,Relaxation
U00249,22-25,Female,Employed,YouTube,3-5,High,Medium,Yes,Yes,Passive,Medium,Yes,Yes,No,No,Low,Sometimes,Yes,No,Low,Relaxation
U00250,18-21,Female,Employed,Facebook,<1,High,Medium,Yes,No,Passive,Low,Yes,Yes,Yes,No,Medium,Rarely,No,Yes,High,Adventure
U00251,22-25,Other,Employed,Instagram,5+,High,Medium,No,No,Passive,Low,Yes,Yes,No,Yes,Medium,Sometimes,No,No,Low,Urban
U00252,22-25,Other,Student,Instagram,3-5,Medium,High,Sometimes,Yes,Passive,High,No,No,No,Yes,Medium,Often,Yes,Yes,High,Urban
U00253,22-25,Female,Employed,TikTok,5+,Low,High,Yes,No,Interactive,Medium,No,No,Yes,No,High,Sometimes,Yes,No,Low,Relaxation
U00254,22-25,Male,Student,Facebook,3-5,High,High,Yes,No,Interactive,Low,Yes,Yes,Yes,No,Low,Sometimes,No,No,Low,Culture
U00255,22-25,Female,Student,YouTube,<1,High,Low,Yes,No,Interactive,High,No,Yes,Yes,Yes,Medium,Sometimes,No,Yes,Medium,Relaxation
U00256,22-25,Female,Employed,Facebook,5+,Medium,High,No,No,Passive,Medium,No,Yes,No,No,Medium,Often,Yes,Yes,Medium,Urban
U00257,22-25,Male,Student,TikTok,5+,High,Low,No,No,Passive,High,Yes,No,No,Yes,Low,Often,No,No,Low,Relaxation
U00258,22-25,Male,Student,Instagram,5+,Medium,High,No,Yes,Interactive,High,Yes,No,No,No,High,Often,Yes,No,High,Culture
U00259,22-25,Female,Student,Instagram,<1,High,High,No,No,Interactive,High,Yes,Yes,Yes,Yes,Medium,Rarely,Yes,Yes,Medium,Adventure
U00260,22-25,Male,Student,YouTube,<1,Medium,High,Sometimes,No,Passive,Medium,Yes,No,No,No,High,Sometimes,Yes,Yes,Low,Culture
U00261,22-25,Other,Employed,Facebook,<1,Low,High,No,No,Passive,Low,No,Yes,No,Yes,Low,Often,No,Yes,High,Culture
U00262,18-21,Male,Employed,TikTok,5+,Low,Medium,Yes,Yes,Interactive,Medium,Yes,No,Yes,Yes,Medium,Often,No,Yes,High,Adventure
U00263,22-25,Other,Student,TikTok,3-5,Low,Medium,Yes,Yes,Interactive,Low,Yes,No,No,No,Medium,Sometimes,Yes,No,Medium,Relaxation
U00264,22-25,Female,Employed,YouTube,1-2,Low,Medium,Sometimes,Yes,Interactive,High,No,No,No,No,Medium,Often,No,Yes,Low,Culture
U00265,18-21,Other,Employed,YouTube,3-5,Medium,Low,Yes,Yes,Interactive,High,Yes,Yes,No,No,Medium,Sometimes,No,No,High,Relaxation
U00266,18-21,Other,Student,Instagram,1-2,Low,High,Yes,Yes,Passive,Medium,Yes,Yes,No,No,Medium,Rarely,Yes,No,Low,Urban
U00267,18-21,Female,Student,Instagram,<1,High,High,Sometimes,No,Interactive,High,No,Yes,No,Yes,Medium,Rarely,No,No,Low,Relaxation
U00268,18-21,Male,Employed,TikTok,3-5,High,Medium,Sometimes,Yes,Passive,Low,No,No,No,Yes,Medium,Sometimes,Yes,Yes,Low,Urban
U00269,22-25,Male,Employed,Facebook,1-2,Medium,High,Yes,No,Interactive,High,Yes,Yes,No,No,Low,Rarely,No,Yes,Low,Relaxation
U00270,22-25,Male,Employed,TikTok,1-2,Medium,Low,No,Yes,Interactive,High,No,Yes,Yes,Yes,Medium,Often,Yes,No,High,Urban
U00271,22-25,Other,Student,Instagram,<1,Medium,High,No,Yes,Interactive,Medium,No,No,No,No,Medium,Sometimes,No,Yes,Low,Urban
U00272,22-25,Other,Student,Facebook,3-5,Low,High,Yes,Yes,Interactive,High,No,Yes,No,No,Low,Rarely,Yes,Yes,High,Urban
U00273,22-25,Other,Student,Instagram,1-2,High,Medium,Sometimes,Yes,Interactive,High,Yes,Yes,Yes,No,Medium,Rarely,Yes,No,High,Culture
U00274,18-21,Male,Student,Instagram,3-5,High,High,Yes,No,Interactive,High,Yes,Yes,No,No,Medium,Often,Yes,No,Medium,Urban
U00275,18-21,Male,Student,TikTok,1-2,High,Medium,No,Yes,Interactive,Medium,No,Yes,No,Yes,Medium,Often,Yes,Yes,Medium,Culture
U00276,18-21,Female,Employed,YouTube,<1,Low,High,Yes,No,Interactive,Low,No,No,Yes,No,Low,Rarely,No,No,Low,Culture
U00277,18-21,Female,Student,Facebook,1-2,Medium,Low,Yes,Yes,Interactive,Medium,No,No,Yes,Yes,Medium,Sometimes,No,No,Low,Relaxation
U00278,18-21,Other,Student,YouTube,<1,Medium,High,No,Yes,Passive,Medium,No,Yes,Yes,No,Low,Rarely,Yes,No,Medium,Culture
U00279,22-25,Other,Student,Instagram,<1,Low,Medium,Yes,Yes,Interactive,Medium,No,No,No,No,Medium,Sometimes,No,No,High,Adventure
U00280,18-21,Female,Employed,Facebook,5+,Low,Medium,Sometimes,Yes,Passive,Medium,Yes,Yes,Yes,No,Low,Rarely,Yes,No,Medium,Relaxation
U00281,18-21,Male,Student,TikTok,<1,Medium,High,No,Yes,Interactive,High,Yes,Yes,No,No,Medium,Rarely,Yes,No,High,Urban
U00282,18-21,Other,Employed,Instagram,1-2,Medium,Medium,Yes,No,Interactive,Low,No,Yes,No,No,Low,Rarely,Yes,Yes,Low,Urban
U00283,18-21,Male,Employed,TikTok,<1,Low,Low,Yes,No,Passive,Medium,No,Yes,Yes,No,High,Often,No,No,Low,Relaxation
U00284,22-25,Male,Employed,Facebook,5+,Low,High,Sometimes,No,Interactive,High,Yes,Yes,Yes,No,High,Sometimes,Yes,No,Medium,Culture
U00285,18-21,Female,Student,Instagram,1-2,Medium,Low,No,Yes,Interactive,Medium,Yes,No,No,Yes,Medium,Sometimes,Yes,No,Low,Adventure
U00286,18-21,Other,Student,Facebook,5+,Medium,Low,Sometimes,No,Interactive,Low,Yes,Yes,Yes,No,Medium,Often,Yes,No,Medium,Urban
U00287,22-25,Female,Employed,YouTube,3-5,Medium,Low,Sometimes,Yes,Passive,Medium,Yes,No,No,No,High,Often,Yes,No,Medium,Adventure
U00288,18-21,Other,Employed,TikTok,<1,Low,Low,No,Yes,Passive,High,Yes,No,No,No,High,Rarely,Yes,Yes,Medium,Urban
U00289,22-25,Male,Employed,TikTok,<1,Medium,Medium,Sometimes,No,Interactive,High,No,No,Yes,No,Medium,Often,No,Yes,Low,Adventure
U00290,18-21,Female,Student,Instagram,3-5,Low,Medium,Yes,Yes,Passive,Medium,No,Yes,Yes,No,Medium,Often,No,No,High,Adventure
U00291,18-21,Other,Employed,Facebook,5+,High,Medium,No,Yes,Interactive,High,Yes,Yes,No,Yes,Medium,Often,No,Yes,High,Culture
U00292,22-25,Female,Employed,YouTube,3-5,Medium,Low,Yes,Yes,Passive,High,Yes,Yes,No,Yes,Low,Often,Yes,Yes,Low,Relaxation
U00293,18-21,Male,Employed,YouTube,1-2,High,Low,Yes,No,Passive,Medium,No,No,No,No,Low,Sometimes,Yes,Yes,Medium,Urban
U00294,22-25,Female,Employed,YouTube,3-5,Medium,Low,Yes,No,Passive,Low,No,Yes,Yes,Yes,Medium,Rarely,Yes,Yes,Medium,Urban
U00295,22-25,Male,Employed,YouTube,5+,Medium,Low,No,No,Passive,Medium,No,Yes,Yes,No,Medium,Sometimes,Yes,No,High,Urban
U00296,18-21,Male,Employed,Instagram,5+,Medium,Low,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,High,Sometimes,Yes,No,Low,Urban
U00297,22-25,Male,Employed,Instagram,5+,Low,High,Yes,Yes,Interactive,High,No,Yes,No,Yes,High,Rarely,No,No,Low,Adventure
U00298,22-25,Male,Employed,YouTube,<1,Low,High,Yes,Yes,Interactive,Medium,No,No,No,Yes,Low,Often,No,Yes,Medium,Culture
U00299,22-25,Male,Employed,TikTok,<1,Low,High,Yes,No,Passive,Medium,Yes,No,No,Yes,Medium,Rarely,Yes,Yes,High,Culture
U00300,22-25,Female,Employed,YouTube,1-2,Low,Medium,Yes,No,Passive,Medium,No,No,No,Yes,Medium,Often,No,No,High,Adventure
U00301,22-25,Female,Employed,Instagram,3-5,Low,Low,Yes,No,Interactive,Medium,No,No,No,No,High,Sometimes,Yes,Yes,High,Culture
U00302,18-21,Other,Student,Facebook,1-2,High,Low,Yes,No,Passive,High,Yes,Yes,No,Yes,Medium,Often,No,Yes,High,Urban
U00303,22-25,Male,Student,TikTok,3-5,Medium,Medium,Yes,No,Passive,Low,Yes,No,Yes,Yes,High,Often,No,No,Low,Relaxation
U00304,22-25,Female,Student,TikTok,3-5,Low,High,Yes,Yes,Interactive,High,No,Yes,Yes,Yes,Medium,Rarely,Yes,No,High,Relaxation
U00305,22-25,Other,Student,TikTok,1-2,Low,Medium,Yes,No,Passive,Low,Yes,Yes,Yes,Yes,Low,Rarely,Yes,No,Low,Culture
U00306,18-21,Male,Employed,Facebook,3-5,Medium,High,Yes,Yes,Passive,High,Yes,No,No,No,Low,Sometimes,No,No,Low,Urban
U00307,18-21,Female,Employed,YouTube,5+,Medium,High,Yes,No,Passive,Low,No,No,No,No,High,Rarely,No,No,High,Culture
U00308,18-21,Male,Student,Instagram,5+,Medium,Low,No,Yes,Passive,Low,Yes,No,Yes,Yes,Medium,Sometimes,Yes,No,High,Adventure
U00309,18-21,Female,Employed,YouTube,3-5,High,Low,Yes,No,Passive,Low,No,No,No,Yes,High,Sometimes,Yes,Yes,Medium,Urban
U00310,22-25,Other,Employed,Instagram,1-2,Medium,Medium,Sometimes,Yes,Passive,High,Yes,No,Yes,No,Low,Sometimes,Yes,Yes,Medium,Adventure
U00311,22-25,Other,Employed,Facebook,5+,High,Medium,Yes,Yes,Interactive,Medium,No,Yes,Yes,Yes,Low,Sometimes,No,No,Low,Culture
U00312,22-25,Other,Employed,TikTok,5+,High,Medium,Yes,No,Passive,Low,No,Yes,No,Yes,Medium,Sometimes,Yes,No,Medium,Adventure
U00313,18-21,Male,Employed,YouTube,<1,High,Low,No,No,Interactive,Medium,Yes,No,No,Yes,High,Often,No,Yes,Low,Adventure
U00314,22-25,Male,Student,TikTok,3-5,Medium,High,Sometimes,Yes,Interactive,High,Yes,Yes,No,No,High,Rarely,No,No,Medium,Relaxation
U00315,18-21,Female,Student,YouTube,5+,High,High,No,No,Passive,Low,No,Yes,No,No,Medium,Often,No,No,Medium,Urban
U00316,22-25,Other,Student,YouTube,3-5,Medium,High,Yes,Yes,Interactive,Low,No,No,Yes,No,Low,Rarely,No,No,Medium,Culture
U00317,22-25,Male,Employed,TikTok,1-2,Low,High,No,No,Interactive,Low,Yes,No,Yes,No,Low,Rarely,No,No,High,Adventure
U00318,18-21,Other,Employed,Instagram,3-5,Medium,Low,Sometimes,Yes,Interactive,Low,Yes,No,Yes,No,Medium,Sometimes,Yes,No,Low,Urban
U00319,22-25,Male,Employed,Facebook,3-5,High,Medium,No,No,Interactive,High,No,Yes,No,Yes,Low,Sometimes,No,Yes,Medium,Urban
U00320,18-21,Female,Student,Instagram,3-5,Low,Low,Sometimes,Yes,Passive,High,No,Yes,Yes,Yes,High,Sometimes,Yes,No,Low,Relaxation
U00321,18-21,Female,Student,YouTube,<1,High,Low,Sometimes,Yes,Interactive,High,Yes,No,No,No,High,Often,Yes,Yes,High,Culture
U00322,18-21,Other,Employed,YouTube,<1,Low,Low,Sometimes,No,Interactive,Low,Yes,Yes,Yes,Yes,Low,Sometimes,No,Yes,Low,Relaxation
U00323,22-25,Male,Employed,Facebook,1-2,Low,Low,Yes,No,Passive,Medium,Yes,No,Yes,No,High,Often,Yes,No,Medium,Adventure
U00324,22-25,Male,Employed,Instagram,1-2,Medium,High,Sometimes,Yes,Interactive,Low,No,No,No,No,Low,Rarely,Yes,Yes,Medium,Culture
U00325,22-25,Other,Employed,Facebook,3-5,Low,Low,Yes,No,Interactive,Low,No,No,Yes,Yes,High,Often,No,No,Low,Relaxation
U00326,18-21,Female,Student,Instagram,3-5,High,Medium,No,Yes,Passive,High,No,Yes,No,No,Medium,Rarely,No,Yes,Low,Relaxation
U00327,18-21,Other,Student,TikTok,1-2,High,High,No,No,Passive,Medium,No,Yes,Yes,No,Low,Rarely,No,No,High,Relaxation
U00328,22-25,Other,Student,YouTube,<1,Low,Low,Yes,No,Passive,High,Yes,No,No,No,High,Sometimes,Yes,Yes,Low,Culture
U00329,22-25,Other,Student,YouTube,5+,High,Low,Sometimes,No,Interactive,High,Yes,No,No,No,Low,Sometimes,No,No,Medium,Relaxation
U00330,18-21,Other,Student,Instagram,5+,Medium,Medium,Sometimes,Yes,Passive,High,No,No,Yes,No,Low,Rarely,Yes,No,High,Relaxation
U00331,22-25,Male,Student,Facebook,5+,Medium,High,Yes,No,Interactive,High,No,Yes,Yes,No,High,Sometimes,Yes,No,High,Urban
U00332,22-25,Male,Employed,TikTok,5+,Low,High,Sometimes,No,Interactive,Medium,No,No,Yes,No,High,Rarely,No,No,High,Adventure
U00333,18-21,Other,Student,YouTube,1-2,High,High,No,Yes,Interactive,High,Yes,No,No,Yes,Medium,Rarely,No,Yes,High,Relaxation
U00334,22-25,Male,Employed,Facebook,<1,Low,High,No,Yes,Passive,High,No,Yes,No,Yes,High,Rarely,No,Yes,Medium,Urban
U00335,18-21,Male,Employed,Instagram,1-2,High,Low,Yes,No,Interactive,Medium,No,Yes,Yes,No,Medium,Rarely,Yes,Yes,High,Urban
U00336,18-21,Female,Student,YouTube,1-2,Medium,Low,Sometimes,No,Passive,High,No,Yes,No,No,Low,Rarely,Yes,Yes,High,Adventure
U00337,18-21,Male,Employed,YouTube,1-2,Medium,High,Yes,No,Interactive,High,Yes,No,No,Yes,Medium,Sometimes,Yes,No,High,Adventure
U00338,22-25,Male,Employed,Instagram,3-5,Low,Low,No,Yes,Passive,Low,No,No,No,Yes,Low,Sometimes,Yes,No,High,Adventure
U00339,22-25,Other,Employed,YouTube,1-2,Medium,High,Yes,No,Passive,High,Yes,No,No,Yes,Low,Often,No,No,Low,Urban
U00340,18-21,Male,Student,Instagram,5+,Low,Medium,Yes,No,Interactive,High,Yes,No,Yes,Yes,Low,Rarely,Yes,Yes,Low,Adventure
U00341,18-21,Male,Employed,TikTok,<1,High,Low,No,Yes,Interactive,Low,Yes,No,No,Yes,High,Sometimes,No,Yes,Low,Urban
U00342,22-25,Female,Student,TikTok,1-2,Medium,Medium,Sometimes,Yes,Interactive,Medium,Yes,No,Yes,No,Low,Sometimes,Yes,No,High,Urban
U00343,22-25,Other,Student,TikTok,3-5,Medium,Medium,No,No,Interactive,High,No,No,Yes,No,Medium,Sometimes,Yes,Yes,Low,Adventure
U00344,18-21,Other,Employed,YouTube,<1,Medium,Medium,No,Yes,Interactive,High,Yes,No,Yes,Yes,Medium,Rarely,Yes,No,High,Culture
U00345,18-21,Female,Employed,Instagram,1-2,Medium,Medium,No,Yes,Interactive,High,Yes,Yes,No,Yes,High,Sometimes,No,No,Low,Culture
U00346,22-25,Other,Student,TikTok,3-5,Medium,High,Yes,No,Interactive,High,No,Yes,No,No,High,Often,Yes,Yes,High,Relaxation
U00347,18-21,Female,Employed,Facebook,1-2,High,Low,Sometimes,No,Passive,High,No,No,No,No,High,Rarely,No,Yes,Low,Culture
U00348,18-21,Male,Employed,YouTube,<1,Medium,Low,Sometimes,Yes,Interactive,Medium,Yes,Yes,Yes,No,High,Often,Yes,No,Medium,Relaxation
U00349,18-21,Female,Student,TikTok,1-2,Medium,High,Sometimes,Yes,Interactive,Low,No,No,No,Yes,Medium,Rarely,Yes,Yes,High,Adventure
U00350,22-25,Other,Student,Instagram,1-2,High,Low,Yes,No,Interactive,Medium,No,No,Yes,Yes,Low,Often,No,Yes,Medium,Adventure
U00351,18-21,Female,Student,YouTube,1-2,Low,High,No,Yes,Passive,Medium,No,Yes,Yes,No,High,Rarely,Yes,Yes,High,Adventure
U00352,18-21,Female,Employed,Instagram,5+,Medium,High,Yes,No,Passive,Medium,No,No,Yes,Yes,Low,Rarely,No,No,High,Urban
U00353,22-25,Female,Employed,TikTok,1-2,Low,High,Yes,Yes,Interactive,Low,Yes,No,No,No,High,Sometimes,Yes,No,Low,Adventure
U00354,18-21,Male,Student,TikTok,<1,Medium,Medium,Sometimes,No,Interactive,Low,No,No,No,No,Medium,Often,Yes,No,Low,Relaxation
U00355,22-25,Female,Employed,Instagram,<1,High,High,Yes,No,Passive,Medium,Yes,No,No,No,Medium,Sometimes,No,Yes,Medium,Relaxation
U00356,22-25,Male,Employed,YouTube,<1,Low,High,Sometimes,No,Passive,Low,Yes,Yes,Yes,Yes,High,Often,No,No,Medium,Relaxation
U00357,18-21,Other,Student,YouTube,3-5,Low,Medium,Sometimes,No,Interactive,Low,Yes,Yes,Yes,Yes,Low,Sometimes,No,Yes,Low,Culture
U00358,22-25,Male,Student,Facebook,3-5,Low,Low,Sometimes,Yes,Interactive,High,Yes,Yes,Yes,No,High,Often,No,No,High,Adventure
